legacy_detail_id,order_no,defect_code,symptom,critical_rank,quantity
26b865d5,QC26070057,"12308 , 15308","สีไม่ตรง STD./Color off Standard , สีไม่ตรง STD./Color off Standard",Minor,48
af89fe13,QC26070057,"15308 , 12308 , 12309","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot , สีไม่ตรง STD./Color off Standard",Minor,20
3557fc95,QC26070057,"12340 , 12308 , 15308","สีไม่ตรง STD./Color off Standard , เปื้อนตัวยา / Bulk stain , สีไม่ตรง STD./Color off Standard",Minor,2
aa93e01f,QC26070057,"12310 , 12308 , 15308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust , สีไม่ตรง STD./Color off Standard",Minor,17
ebd2b193,QC26070057,"12312 , 12308 , 15308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , สีไม่ตรง STD./Color off Standard",Minor,5
b9bc4be4,QC26070057,"12308 , 15308 , 11010","พิมพ์แตก/Printing cracked , สีไม่ตรง STD./Color off Standard , สีไม่ตรง STD./Color off Standard",Minor,4
94b8d8b5,QC26070058,"12308 , 12339","สีไม่ตรง STD./Color off Standard , ไม่เหมือน STD./ not same STD.",Minor,272
b37ec43c,QC26070058,"12308 , 12339 , 11003","พิมพ์ซ้อน/Printing overlap , สีไม่ตรง STD./Color off Standard , ไม่เหมือน STD./ not same STD.",Minor,29
831374fb,QC26070058,"12308 , 12339 , 12341","สีไม่ตรง STD./Color off Standard , ไม่เหมือน STD./ not same STD. , เปื้อนสี / Color stain",Minor,8
fba7aba6,QC26070058,"12308 , 12339 , 12327","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark , ไม่เหมือน STD./ not same STD.",Minor,2
daaef742,QC26070058,"12308 , 12339 , 12313","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot , ไม่เหมือน STD./ not same STD.",Minor,2
a4d4d9a1,QC26070058,"12308 , 12339 , 11009","พิมพ์ถลอก/Printing peeling , สีไม่ตรง STD./Color off Standard , ไม่เหมือน STD./ not same STD.",Minor,2
6f9da264,QC26070059,12309,จุดดำ/Black dot,Minor,4
7fbd9119,QC26070059,12321,มีเศษพลาสติกยื่น/ Plastic burr,Minor,3
821c2f63,QC26070059,12121,ฉีกขาด/Torn,Critical,2
893d14d4,QC26070059,12322,แหว่ง/chip,Minor,1
5ea1faa3,QC26070059,12312,คราบสกปรก/Dirty,Minor,1
12bb233e,QC26070060,11009,พิมพ์ถลอก/Printing peeling,Minor,6
7ae6f1cc,QC26070060,12309,จุดดำ/Black dot,Minor,6
22316bc6,QC26070060,11017,พิมพ์เปื้อนสี/Printing Stain Color,Minor,4
7ae9eaf2,QC26070060,12130,ปิดไม่สนิท/Closure not tight,Minor,4
ee060129,QC26070060,12310,ฝุ่น/Dust,Minor,4
7860afc8,QC26070060,12312,คราบสกปรก/Dirty,Minor,6
8035ef8b,QC26070060,12341,เปื้อนสี / Color stain,Minor,2
79b6f52f,QC26070061,12127,ประกอบไม่สนิท / Assembly incomplete,Minor,28
8068abfb,QC26070061,12309,จุดดำ/Black dot,Minor,6
533df917,QC26070061,12346,คราบกาว/Glue stain,Minor,3
26626426,QC26070061,11009,พิมพ์ถลอก/Printing peeling,Minor,2
37fb3d81,QC26070061,11020,พิมพ์เหลื่อม,Minor,2
e28f6c10,QC26070061,12304,ถลอก/ Peeling,Major,1
246e548c,QC26070061,12314,ผิวไม่เรียบ/Uneven surface,Minor,1
c0da91a3,QC26070061,12312,คราบสกปรก/Dirty,Minor,1
368e6fc6,QC26070062,"12308 , 15308","สีไม่ตรง STD./Color off Standard , สีไม่ตรง STD./Color off Standard",Minor,174
b0d189ef,QC26070062,"12100 , 12308 , 15308","หมุนมีเสียง/Rotation noise , สีไม่ตรง STD./Color off Standard , สีไม่ตรง STD./Color off Standard",Major,26
8916f122,QC26070063,"12308 , 11009","สีไม่ตรง STD./Color off Standard , พิมพ์ถลอก/Printing peeling",Minor,290
676154fa,QC26070063,"12321 , 12308 , 11009","สีไม่ตรง STD./Color off Standard , มีเศษพลาสติกยื่น/ Plastic burr , พิมพ์ถลอก/Printing peeling",Minor,21
d32820be,QC26070063,"12312 , 12308 , 11009","สีไม่ตรง STD./Color off Standard , พิมพ์ถลอก/Printing peeling , คราบสกปรก/Dirty",Minor,1
a66acd85,QC26070063,"12309 , 12308 , 11009","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot , พิมพ์ถลอก/Printing peeling",Minor,1
e4e94806,QC26070063,"12313 , 12308 , 11009","สีไม่ตรง STD./Color off Standard , พิมพ์ถลอก/Printing peeling , เป็นเม็ด/Dot",Minor,1
46bcd471,QC26070063,"12304 , 12308 , 11009","สีไม่ตรง STD./Color off Standard , พิมพ์ถลอก/Printing peeling , ถลอก/ Peeling",Minor,1
7030e2f1,QC26070064,"12308 , 11009","สีไม่ตรง STD./Color off Standard , พิมพ์ถลอก/Printing peeling",Minor,276
48deb926,QC26070064,"12308 , 11009 , 12321","สีไม่ตรง STD./Color off Standard , มีเศษพลาสติกยื่น/ Plastic burr , พิมพ์ถลอก/Printing peeling",Minor,26
407ba87e,QC26070064,"12308 , 11009 , 12309","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot , พิมพ์ถลอก/Printing peeling",Minor,3
8cd82867,QC26070064,"12308 , 11009 , 11010","สีไม่ตรง STD./Color off Standard , พิมพ์ถลอก/Printing peeling , พิมพ์แตก/Printing cracked",Minor,3
e391fcec,QC26070064,"12308 , 11009 , 12332","สีไม่ตรง STD./Color off Standard , พิมพ์ถลอก/Printing peeling , ประกายเงิน/ Silver streak",Minor,2
afbbee54,QC26070064,"12308 , 11009 , 12301","สีไม่ตรง STD./Color off Standard , พิมพ์ถลอก/Printing peeling , รอยด่าง/stain spot",Minor,2
0b3d837d,QC26070064,"12308 , 11009 , 12301","สีไม่ตรง STD./Color off Standard , พิมพ์ถลอก/Printing peeling , รอยด่าง/stain spot",Minor,2
ad6e0615,QC26070064,"12308 , 11009 , 11020","สีไม่ตรง STD./Color off Standard , พิมพ์ถลอก/Printing peeling , พิมพ์เหลื่อม",Minor,1
7694f654,QC26070065,"12308 , 11020","สีไม่ตรง STD./Color off Standard , พิมพ์เหลื่อม",Minor,170
342992d8,QC26070065,"12309 , 12308 , 11020","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot , พิมพ์เหลื่อม",Minor,29
b86dc4bf,QC26070068,12308,สีไม่ตรง STD./Color off Standard,Minor,172
4cdc3824,QC26070068,12100,หมุนมีเสียง/Rotation noise,Major,28
94ab5ffb,QC26070065,"12121 , 12308 , 11020","สีไม่ตรง STD./Color off Standard , ฉีกขาด/Torn , พิมพ์เหลื่อม",Critical,1
3a28596a,QC26070067,12309,จุดดำ/Black dot,Minor,29
9adc21d0,QC26070067,12341,เปื้อนสี / Color stain,Major,3
b16168b3,QC26070067,12304,ถลอก/ Peeling,Major,3
6fdf94b7,QC26070069,12309,จุดดำ/Black dot,Minor,35
31b7dd23,QC26070069,12121,ฉีกขาด/Torn,Major,1
2f6bd01b,QC26070070,12308,สีไม่ตรง STD./Color off Standard,Minor,389
95d355bd,QC26070070,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,5
fe5a53c9,QC26070070,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,3
704e026d,QC26070070,"12304 , 12308","สีไม่ตรง STD./Color off Standard , ถลอก/ Peeling",Minor,1
e9bfeb19,QC26070070,12358,เป็นรู/Hole present,Minor,1
601eb805,QC26070070,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,1
311fc01e,QC26060274,12308,สีไม่ตรง STD./Color off Standard,Minor,582
89fa1ed4,QC26060274,12309,จุดดำ/Black dot,Minor,39
0de1f736,QC26060274,12309,จุดดำ/Black dot,Major,7
51c94633,QC26060274,12341,เปื้อนสี / Color stain,Minor,1
3bb1ad9b,QC26060274,12121,ฉีกขาด/Torn,Major,1
e972fbed,QC26070074,12308,สีไม่ตรง STD./Color off Standard,Minor,603
9d92510f,QC26070074,"12308 , 12309","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,25
8b5c311c,QC26070074,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,2
e7ab79b2,QC26070075,12308,สีไม่ตรง STD./Color off Standard,Minor,576
4e9cbc73,QC26070075,"12121 , 12308","ฉีกขาด/Torn , สีไม่ตรง STD./Color off Standard",Major,29
f2124824,QC26070075,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,22
1946cbac,QC26070075,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,2
ea73486d,QC26070075,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,1
18b0ebc1,QC26070076,12308,สีไม่ตรง STD./Color off Standard,Minor,596
874f1170,QC26070076,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,26
902a0adc,QC26070076,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD/Color off Standard",Minor,2
02a2968c,QC26070076,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,1
936fa08b,QC26070076,"12121 , 12308","ฉีกขาด/Torn , สีไม่ตรง STD/Color off Standard",Major,5
addf2644,QC26070077,12308,สีไม่ตรง STD./Color off Standard,Minor,584
47b0080c,QC26070077,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,29
c7dd1b45,QC26070077,"12301 , 12308","รอยด่าง/stain spot , สีไม่ตรง STD./Color off Standard",Minor,6
77a6d8bf,QC26070077,"11019 , 12308","พิมพ์ไม่เรียบ/Uneven surface printing , สีไม่ตรง STD./Color off Standard",Minor,5
2808cf95,QC26070077,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,3
0b7f81fd,QC26070077,"12341 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนสี / Color stain",Minor,3
d0fa5a3c,QC26070078,12308,สีไม่ตรง STD./Color off Standard,Minor,970
8ce2416c,QC26070078,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,25
e3717b87,QC26070078,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,1
e25c1223,QC26070078,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,4
7a188d11,QC26070079,12308,สีไม่ตรง STD./Color off Standard,Minor,359
4149cade,QC26070079,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,32
90297554,QC26070079,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,4
260d154d,QC26070079,"11009 , 12308","พิมพ์ถลอก/Printing peeling , สีไม่ตรง STD/Color off Standard",Minor,3
cbba0ebf,QC26070079,"12121 , 12308","ฉีกขาด/Torn , สีไม่ตรง STD/Color off Standard",Major,1
141f59b5,QC26070079,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,1
114cc443,QC26070080,12308,สีไม่ตรง STD./Color off Standard,Minor,600
f81a1aa8,QC26070080,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,25
fc1bd4a8,QC26070080,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,4
1bb72f1f,QC26070080,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,1
e3a261ea,QC26070081,12308,สีไม่ตรง STD./Color off Standard,Minor,593
f69aa0f5,QC26070081,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,30
8fd3c59c,QC26070081,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,2
8a53d405,QC26070081,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,2
dc72c34d,QC26070081,"11017 , 12308","พิมพ์เปื้อนสี/Printing Stain Color , สีไม่ตรง STD./Color off Standard",Minor,2
361cb51a,QC26070081,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,1
e6312d96,QC26070082,12308,สีไม่ตรง STD./Color off Standard,Minor,609
5ec52e35,QC26070082,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,19
0f90490e,QC26070082,"11009 , 12308","พิมพ์ถลอก/Printing peeling , สีไม่ตรง STD/Color off Standard",Minor,2
c8dffd65,QC26070083,12308,สีไม่ตรง STD./Color off Standard,Minor,948
00a09eb6,QC26070083,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,29
aa502f99,QC26070083,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,7
36741e0c,QC26070083,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,3
90767634,QC26070083,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,3
c72a3c41,QC26070083,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,3
96cba5eb,QC26070083,"12121 , 12308","ฉีกขาด/Torn , สีไม่ตรง STD/Color off Standard",Minor,1
2629fb69,QC26070083,"11019 , 12308","พิมพ์ไม่เรียบ/Uneven surface printing , สีไม่ตรง STD./Color off Standard",Minor,6
3264c809,QC26070084,12308,สีไม่ตรง STD./Color off Standard,Minor,924
35df7abe,QC26070084,"12308 , 12309","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,33
d4a6d9aa,QC26070084,"12308 , 11020","สีไม่ตรง STD./Color off Standard , พิมพ์เหลื่อม",Minor,29
99b89d10,QC26070084,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,8
5c3da959,QC26070084,"12344 , 12308","สีไม่ตรง STD./Color off Standard , เคลือบไม่เต็ม/Coating incomplete",Minor,3
a00186d7,QC26070084,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,1
f15d3611,QC26070084,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,1
a77f1a61,QC26070084,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,1
d6ac9e95,QC26070085,12308,สีไม่ตรง STD./Color off Standard,Minor,213
6c6ae847,QC26070085,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,18
50745f9b,QC26070085,"12341 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนสี / Color stain",Minor,15
6dc121ae,QC26070085,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,4
a73d9803,QC26070085,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,1
4cc3a92c,QC26070086,12304,ถลอก/ Peeling,Major,20
80fd037e,QC26070086,12309,จุดดำ/Black dot,Minor,19
9c117bfa,QC26070086,12327,รอยขีด/Scratch mark,Minor,6
ab7b894b,QC26070086,12341,เปื้อนสี / Color stain,Minor,10
c3a13999,QC26070087,12308,สีไม่ตรง STD./Color off Standard,Minor,585
ffbdeaf4,QC26070087,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,38
1ac14cea,QC26070087,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,38
62b23763,QC26070087,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,1
12406454,QC26070087,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,1
21879a27,QC26070087,"12339 , 12308","สีไม่ตรง STD./Color off Standard , ไม่เหมือน STD./ not same STD.",Minor,1
825723c8,QC26070088,12308,สีไม่ตรง STD./Color off Standard,Minor,588
8aa76f44,QC26070088,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,32
9bd41391,QC26070088,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,3
fa81c927,QC26070088,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,3
ea351c96,QC26070088,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,2
013c601a,QC26070088,"12121 , 12308","ฉีกขาด/Torn , สีไม่ตรง STD./Color off Standard",Major,2
ecba67d0,QC26070089,12308,สีไม่ตรง STD./Color off Standard,Minor,604
346b10c6,QC26070089,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,18
c8532059,QC26070089,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,3
016f5e46,QC26070089,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,4
68a79fd7,QC26070089,"11009 , 12308","พิมพ์ถลอก/Printing peeling , สีไม่ตรง STD./Color off Standard",Minor,1
d7613057,QC26060275,12309,จุดดำ/Black dot,Minor,25
73f7bc3e,QC26060275,12312,คราบสกปรก/Dirty,Minor,3
8f5519db,QC26070090,12306,ร้าว/crack,Major,23
0040a4fc,QC26070090,12327,รอยขีด/Scratch mark,Minor,4
45fbb00a,QC26070090,12321,มีเศษพลาสติกยื่น/ Plastic burr,Minor,2
0e7ac5c2,QC26070090,11009,พิมพ์ถลอก/Printing peeling,Minor,1
f5737edf,QC26070091,12308,สีไม่ตรง STD./Color off Standard,Minor,584
c12eebb8,QC26070091,"12339 , 12308","สีไม่ตรง STD./Color off Standard , ไม่เหมือน STD./ not same STD.",Minor,19
cbd813ad,QC26070091,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,3
a68a8ba4,QC26070091,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,2
344329dd,QC26070091,"12306 , 12308","ร้าว/crack , สีไม่ตรง STD./Color off Standard",Critical,3
fc9eb218,QC26070091,"12306 , 12308","ร้าว/crack , สีไม่ตรง STD./Color off Standard",Major,5
3b075635,QC26070091,"12352 , 12308","สีไม่ตรง STD./Color off Standard , บาง/Too thin",Minor,2
63c5be14,QC26070091,"12315 , 12308","สีไม่ตรง STD./Color off Standard , ฟองอากาศ/Bubble",Minor,2
7d3e0270,QC26070091,"12349 , 12308","สีไม่ตรง STD./Color off Standard , เอียง/Slanted",Minor,2
e7d734bf,QC26070091,"12339 , 12308","สีไม่ตรง STD./Color off Standard , ไม่เหมือน STD./ not same STD.",Minor,2
2df62e7c,QC26070091,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,3
902a47ed,QC26070091,"12332 , 12308","สีไม่ตรง STD./Color off Standard , ประกายเงิน/ Silver streak",Minor,6
85740e3e,QC26070092,12308,สีไม่ตรง STD./Color off Standard,Minor,561
4b493b2d,QC26070092,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,19
08fcaf50,QC26070092,"12306 , 12308","ร้าว/crack , สีไม่ตรง STD./Color off Standard",Major,17
7a46dd16,QC26070092,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,23
982296b4,QC26070092,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,3
8ca8ebd2,QC26070092,"12332 , 12308","สีไม่ตรง STD./Color off Standard , ประกายเงิน/ Silver streak",Minor,6
b626c4b0,QC26070092,"12322 , 12308","สีไม่ตรง STD./Color off Standard , แหว่ง/chip",Major,1
4b5a21f4,QC26070093,12308,สีไม่ตรง STD./Color off Standard,Minor,605
49f89fe6,QC26070093,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,21
5968b922,QC26070093,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,5
3a3ea2ed,QC26070094,12308,สีไม่ตรง STD./Color off Standard,Minor,576
c43368eb,QC26070094,"12332 , 12308","สีไม่ตรง STD./Color off Standard , ประกายเงิน/ Silver streak",Minor,11
1527a009,QC26070094,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,8
7f8e621b,QC26070094,"11010 , 12308","พิมพ์แตก/Printing cracked , สีไม่ตรง STD./Color off Standard",Minor,8
e68dd515,QC26070094,"11009 , 12308","พิมพ์ถลอก/Printing peeling , สีไม่ตรง STD./Color off Standard",Minor,1
e888e133,QC26070095,12308,สีไม่ตรง STD./Color off Standard,Minor,584
bfd9e6ca,QC26070095,"12308 , 12332","สีไม่ตรง STD./Color off Standard , ประกายเงิน/ Silver streak",Minor,9
a685f1b2,QC26070095,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,6
5bd37614,QC26070095,"11010 , 12308","พิมพ์แตก/Printing cracked , สีไม่ตรง STD./Color off Standard",Minor,1
e312753b,QC26070095,"11002 , 12308","พิมพ์ขาดหาย/Printing not complete , สีไม่ตรง STD./Color off Standard",Minor,4
838ce06e,QC26070095,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,2
39a28902,QC26070095,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,5
c873e6d9,QC26070095,"12301 , 12308","รอยด่าง/stain spot , สีไม่ตรง STD./Color off Standard",Minor,2
0dbe7300,QC26070096,12308,สีไม่ตรง STD./Color off Standard,Minor,168
6594d842,QC26070096,"12341 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนสี / Color stain",Minor,19
5915c853,QC26070096,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,9
6bf7225b,QC26070096,"12363 , 12308","สีไม่ตรง STD./Color off Standard , ตัดไม่ขาด/ผิวไม่เรียบ/ Incomplete cutting / Rough surface",Minor,2
f0a48cd2,QC26070096,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,1
1c9feb3f,QC26070096,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,1
9fedfd67,QC26070097,12308,สีไม่ตรง STD./Color off Standard,Minor,53
34756593,QC26070097,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,18
60be4b29,QC26070097,"12121 , 12308","ฉีกขาด/Torn , สีไม่ตรง STD./Color off Standard",Major,4
017420dc,QC26070097,"12344 , 12308","สีไม่ตรง STD./Color off Standard , เคลือบไม่เต็ม/Coating incomplete",Minor,4
706824d9,QC26070097,"12301 , 12308","รอยด่าง/stain spot , สีไม่ตรง STD./Color off Standard",Minor,1
5d158d6a,QC26070098,12308,สีไม่ตรง STD./Color off Standard,Minor,32
ff43277c,QC26070098,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Major,15
30dc446f,QC26070098,"12341 , 12308","สีไม่ตรง STD./Color off Standard , เปื้อนสี / Color stain",Minor,14
f70ee8d3,QC26070098,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,16
0ffd79c4,QC26070098,"12121 , 12308","ฉีกขาด/Torn , สีไม่ตรง STD./Color off Standard",Major,2
4b1ecd3d,QC26070098,"12301 , 12308","รอยด่าง/stain spot , สีไม่ตรง STD./Color off Standard",Minor,1
f0cbd0d6,QC26070099,12308,สีไม่ตรง STD./Color off Standard,Minor,172
f674a4a6,QC26070099,"12309 , 12308","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,18
5794777b,QC26070099,"12310 , 12308","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,6
585cbed3,QC26070099,"12304 , 12308","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard",Minor,2
4c5f4db1,QC26070099,"12327 , 12308","สีไม่ตรง STD./Color off Standard , รอยขีด/Scratch mark",Minor,1
d0804099,QC26070099,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,1
b7f4ca00,QC26070100,12308,สีไม่ตรง STD./Color off Standard,Minor,12
4eb685ba,QC26070100,"12308 , 12309","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,3
99487cfe,QC26070100,"12308 , 12304","สีไม่ตรง STD./Color off Standard , ถลอก/ Peeling",Minor,2
b670f962,QC26070100,"12308 , 12312","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,2
0b0d5975,QC26070100,"12308 , 12358","สีไม่ตรง STD./Color off Standard , เป็นรู/Hole present",Minor,1
a585f8e8,QC26070101,12308,สีไม่ตรง STD./Color off Standard,Minor,91
dad9df6c,QC26070101,"12308 , 12309","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,26
162627db,QC26070101,"12312 , 12308","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Major,2
fc296aa4,QC26070101,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,1
7ff313ff,QC26070101,"12308 , 12310","สีไม่ตรง STD./Color off Standard , ฝุ่น/Dust",Minor,4
36a9f146,QC26070101,"11019 , 12308","สีไม่ตรง STD./Color off Standard , พิมพ์ไม่เรียบ/Uneven surface printing",Minor,1
197d14cd,QC26070102,"12308 , 12312","สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty",Minor,5
9b8d1d96,QC26070102,12308,สีไม่ตรง STD./Color off Standard,Minor,10
f22835f1,QC26070102,"12308 , 11020","สีไม่ตรง STD./Color off Standard , พิมพ์เหลื่อม",Minor,2
392766be,QC26070102,"12313 , 12308","สีไม่ตรง STD./Color off Standard , เป็นเม็ด/Dot",Minor,7
81277abd,QC26070102,"12308 , 12309","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,8
eb81ea84,QC26070103,12308,สีไม่ตรง STD./Color off Standard,Minor,4
838a2f62,QC26070103,"12308 , 12309","สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot",Minor,10
306a9020,QC26070103,"12301 , 12308","สีไม่ตรง STD./Color off Standard , รอยด่าง/stain spot",Minor,1
4520ce10,QC26070103,"12308 , 11020","สีไม่ตรง STD./Color off Standard , พิมพ์เหลื่อม",Minor,5
4df5e5c8,QC26070104,"12308 , 12321 , 12304","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard , มีเศษพลาสติกยื่น/ Plastic burr",Minor,306
443539c3,QC26070104,"12306 , 12308 , 12321 , 12304","ถลอก/ Peeling , ร้าว/crack , สีไม่ตรง STD./Color off Standard , มีเศษพลาสติกยื่น/ Plastic burr",Major,6
6626acd0,QC26070104,"12309 , 12308 , 12304 , 12321","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard , จุดดำ/Black dot , มีเศษพลาสติกยื่น/ Plastic burr",Minor,2
47163799,QC26070104,"12312 , 12308 , 12321 , 12304","ถลอก/ Peeling , สีไม่ตรง STD./Color off Standard , คราบสกปรก/Dirty , มีเศษพลาสติกยื่น/ Plastic burr",Minor,1
472ee65d,QC26070105,11009,พิมพ์ถลอก/Printing peeling,Minor,25
5bab069c,QC26070105,12312,คราบสกปรก/Dirty,Minor,7
5964efee,QC26070105,12309,จุดดำ/Black dot,Minor,2
f06fdc72,QC26070105,12310,ฝุ่น/Dust,Minor,1
166404d4,QC26070105,12301,รอยด่าง/stain spot,Minor,1
e8572a5e,QC26070105,11009,พิมพ์ถลอก/Printing peeling,Major,1
